Iteration,Error,Func Calls
0,98.3635324738339,9
1,41.15034352666268,15
2,20.421647589817336,20
3,15.798299325073264,25
4,3.0630270245214026,30
5,3.6293973942867837,35
6,10.289307865857204,38
7,10.289308012992457,69
8,23.624432123476456,74
9,23.624432998629814,105
10,25.99587845558255,113
11,34.70498003339596,120
12,34.29304142243838,129
13,20.909029063024484,137
14,4.0483980199861795,146
15,1.2608576437845498,155
16,0.3548786175045793,164
17,1.0590105153663925,170
18,7.480133362038071,174
19,14.58053035057469,182
20,16.936549477714763,192
21,19.514014436262634,202
22,19.717829294924297,215
23,19.20515066116121,226
24,18.865114868647478,238
25,17.875520186109565,250
26,16.222003926170764,261
27,15.472370241937236,273
28,13.768874866976486,284
29,12.864834151477227,296
30,10.676638109091087,307
31,7.703660511325009,317
32,6.564261168544065,328
33,3.897890205622493,338
34,0.8208031492186796,347
35,0.6370815078732706,357
36,0.40029954673966983,366
37,0.5500844416434459,374
38,0.8848951611648707,382
39,3.821400538677241,387
40,3.350631446228644,392
41,3.3513202130138424,402
42,1.7497279674626385,410
43,0.22494253509575415,418
44,0.17331709679519205,426
45,0.03606606909397017,432
46,0.053225239212088674,439
47,0.07712676308438486,441
48,0.16047779698858278,448
49,0.167892616585205,461
50,0.5505769410855288,463
51,0.39854887348280077,473
52,0.17038019340766442,483
53,0.06631723606435214,493
54,0.03006527451326151,503
55,0.02158920095377865,512
56,0.02760644666813226,521
57,0.050723685963323696,523
58,0.09615510307547465,530
59,0.1517681529555537,539
60,0.5921006162868447,544
61,0.6908485919778867,552
62,0.4983697280107348,562
63,0.2075209683602788,572
64,0.07526122296817916,582
65,0.0296245389787003,592
66,0.0148916406617746,602
67,0.013980981962231862,611
68,0.019841851333570214,620
69,0.08793019458739297,625
70,0.3613645083129525,630
71,0.18697827219677676,637
72,0.104533002764207,647
73,0.039245926572907514,657
74,0.01683157394824914,667
75,0.010027815593131102,677
76,0.010871520295258024,686
77,0.016277245512506366,695
78,0.06549048678307297,701
79,0.07887214724056558,712
80,0.37876278581197714,717
81,0.3989347078622798,729
82,0.2979989084636559,738
83,0.1618013468482804,748
84,0.05853868750794917,758
85,0.022519045387833902,768
86,0.00986322245511061,778
87,0.0064973086207503255,788
88,0.007688211506225483,797
89,0.011818740213939246,806
90,0.05093437101170113,812
91,0.05428486477913797,825
92,0.2011492205059729,831
93,0.28613423413636846,840
94,0.24975722482526763,850
95,0.11862851794225333,860
96,0.042509254497752634,870
97,0.0166638851398311,880
98,0.007303168297751803,890
99,0.004711316709254786,900
100,0.005450232780543053,909
101,0.008329509566155413,918
102,0.021924926462240837,925
103,0.08821915402653432,931
104,0.1048802358034436,942
105,0.16603891078722216,949
106,0.08341007149794191,958
107,0.040693268220756106,968
108,0.014757175433029408,978
109,0.006119578985740752,988
