Iteration,Error,Func Calls
0,1651.1826064975369,9
1,631.3230821952089,17
2,459.9277875149336,26
3,195.32457563379916,35
4,32.56020156642463,44
5,10.142181342556604,53
6,2.9544726711354152,62
7,0.9074501425238047,71
8,0.35416372812641506,79
9,0.47646434126163434,87
10,0.6956860518149864,96
11,0.30964682530788246,104
12,0.39032535475347147,112
13,0.5429494689151562,121
14,0.28136495959715696,128
15,0.6434858930806443,137
16,0.29878243017747524,144
17,0.7686841839878366,153
18,0.3228277651812484,161
19,0.4162572569955648,169
20,0.5890276036072033,178
21,0.2885263506051907,185
22,0.699031360976027,194
23,0.30854164502886405,201
24,0.8350313790588382,210
25,0.3358194654250025,218
26,0.4412129916213056,226
27,0.6320234377131895,235
28,0.2950796278579774,242
29,0.7463097200968292,251
30,0.3164203019574541,259
31,0.40359092575763444,267
32,0.5653784505104227,276
33,0.28300753481089364,283
34,0.6623790642305831,292
35,0.29987931146321806,299
36,0.7808491599684847,308
37,0.32254218392522815,316
38,0.4154601910651773,324
39,0.5855838842535047,333
40,0.2854049285753319,340
41,0.6816010961676887,349
42,0.302195547742135,356
43,0.7969623909810043,365
44,0.3242228642423014,373
45,0.4184980707821646,381
46,0.5904017592260936,390
47,0.2854982845327968,397
48,0.6847856726128099,406
49,0.3020181283204907,413
50,0.7978610923104238,422
51,0.32360320524867026,430
52,0.41723920703956446,438
53,0.5873049196745413,447
54,0.2839274042670455,454
55,0.6751317974592923,463
56,0.29897025654525744,470
57,0.7788074441391629,479
58,0.31823967973111544,487
59,0.4067710315177417,495
60,0.5684360766310704,504
61,0.28008972071645555,511
62,0.6497863817914366,520
63,0.29365810838473344,527
64,0.7456925242976663,536
65,0.3110276410839172,544
66,0.39283978555156346,552
67,0.5431146343137965,561
68,0.27507310684968245,568
69,0.6142070924378071,577
70,0.2863485841463438,584
71,0.69694412128223,593
72,0.30054586154474344,600
73,0.7924107514753824,609
74,0.318153020418325,617
75,0.4063491232747578,625
76,0.5661662579743474,634
77,0.27773257626495645,641
78,0.6376707590398635,650
79,0.2892992773473793,657
80,0.7202102388998318,666
81,0.303686556856334,673
82,0.8148317581981227,682
83,0.3213480318571638,690
84,0.412291876705465,698
85,0.5754321745639996,707
86,0.27791940598502557,714
87,0.6416492904046673,723
88,0.28849859533121386,730
89,0.7166161141099529,739
90,0.30130858356657114,746
91,0.8008860996532328,755
92,0.3166223370332833,763
93,0.4031368987267101,771
94,0.5588403157180075,780
95,0.2743315283540491,787
96,0.6186101893953903,796
97,0.28359550065362077,803
98,0.6859108633960309,812
99,0.29473412046003067,819
100,0.7612228544333178,828
101,0.3079813455540726,836
102,0.3866852539585011,844
103,0.5292636059279371,853
104,0.26866549987226,860
105,0.5784981946851511,869
106,0.27581508980911573,876
107,0.6329774238027196,885
108,0.28421483143426457,892
109,0.6928517395693178,901
110,0.29397945087414845,908
111,0.7582457673461604,917
112,0.30521215120553447,925
113,0.38127548332975,933
114,0.5190445821789955,942
115,0.2659824684553614,949
116,0.5622681906126772,958
117,0.27206268326047706,965
118,0.609585206023824,974
119,0.2791001548062224,981
120,0.6610788371283306,990
121,0.2871728416779509,997
122,0.7168152605745463,1006
123,0.29635149129181554,1013
124,0.7768429477462507,1022
125,0.3066974207867583,1030
126,0.3840191566491273,1038
127,0.5225926915604412,1047
128,0.2648093111067741,1054
129,0.5581774164373049,1063
130,0.2696467379420864,1070
131,0.5960172390116931,1079
132,0.27502783408013914,1086
133,0.6360125740097671,1095
134,0.28096142153680503,1102
135,0.6780416053826757,1111
136,0.2874476299171124,1118
137,0.7219603496487506,1127
138,0.2944772178877604,1134
139,0.7676027696142558,1143
140,0.3020311725753016,1151
141,0.3750642659771014,1159
142,0.5059962916987524,1167
143,0.724209129320044,1176
144,0.29401483111681653,1183
145,0.7657872855338861,1192
146,0.30081693556245004,1200
147,0.3727506187257021,1208
148,0.5015943211257464,1216
149,0.7161549877448771,1225
150,0.2918156947825768,1232
151,0.7530189249624432,1241
152,0.2977179042711063,1248
153,0.7902988738173211,1257
154,0.30383158784499154,1265
155,0.3783150673740023,1273
156,0.5105853296527901,1282
157,0.25996403268393997,1289
158,0.5319535714641993,1298
159,0.26259442227977037,1305
160,0.5535352408134303,1314
161,0.26532248563800986,1321
162,0.5751942393874853,1330
163,0.2681274799647908,1337
164,0.5967895835589323,1346
165,0.2709860868810027,1353
166,0.618176555911358,1362
167,0.2738727102031368,1369
168,0.6392079146679778,1378
169,0.27675983332358967,1385
170,0.6597351611935558,1394
171,0.2796184267303641,1401
172,0.6796098620393367,1410
173,0.28241839527677326,1417
174,0.6986850183708347,1426
175,0.28512905438709896,1433
176,0.7168164723043794,1442
177,0.2877196243702205,1449
178,0.7338643367047278,1458
179,0.2901597323208369,1465
180,0.7496944324933943,1474
181,0.292419911611115,1481
182,0.7641797154528829,1490
183,0.29447208963688887,1497
184,0.7772016729647523,1506
185,0.2962900552042584,1514
186,0.36412764111986906,1522
187,0.48372483471479905,1530
188,0.6809501554866074,1539
189,0.2802034181563253,1546
190,0.688299648245448,1555
191,0.2810172516108094,1562
192,0.6941600624144099,1571
193,0.28159952179016495,1578
194,0.698476956313432,1587
195,0.28194004160599917,1594
196,0.7012085590459644,1603
197,0.2820316207993995,1610
198,0.7023263438330595,1619
199,0.28187021096888476,1626
200,0.7018154518443107,1635
201,0.28145499581384426,1642
202,0.6996749570821741,1651
203,0.28078842437001716,1658
204,0.6959179654630192,1667
205,0.27987618588312174,1674
206,0.6905715440998444,1683
207,0.2787271258845156,1690
208,0.6836764797668505,1699
209,0.27735310401181573,1706
210,0.6752868686711296,1715
211,0.27576879515501873,1722
212,0.6654695427267864,1731
213,0.2739914366110581,1738
214,0.6543033405539962,1747
215,0.272040525097249,1754
216,0.6418782342414239,1763
217,0.26993746868963087,1770
218,0.6282943254375902,1779
219,0.26770520000802706,1786
220,0.6136607264853337,1795
221,0.2653677582298459,1802
222,0.5980943439697668,1811
223,0.26294984874044963,1818
224,0.58171858313939,1827
225,0.2604763903599465,1834
226,0.5646619921081933,1843
227,0.2579720610585327,1850
228,0.5470568645302605,1859
229,0.2554608537791876,1866
230,0.5290378184297365,1875
231,0.25296565436092466,1882
232,0.5107403672568369,1891
233,0.2505078534730961,1897
234,1.0119241850773153,1906
235,0.3265991275260554,1914
236,0.41658419156375875,1922
237,0.5653878461571569,1931
238,0.25633632333528156,1938
239,0.5394345961082226,1947
240,0.252860801605321,1954
241,0.5140469483953481,1963
242,0.24958346289965996,1969
243,1.0049327449755472,1978
244,0.3222955461832938,1986
245,0.4087080421085123,1994
246,0.5516989063289753,2003
247,0.25348141407268193,2010
248,0.5223883560625453,2019
249,0.24970460074936818,2025
250,1.0183902174659631,2034
251,0.32362372804875955,2042
252,0.41070932294747314,2050
253,0.5538590784933041,2059
