x0,y0,r0,Iterations,Evaluations,x_min,y_min,f_min
8,-10,1.0,29,1125,-0.2583666719861842,-0.7318353181245976,5.647150279001322
0,-6,1.0,29,1150,-0.2587677949661723,-0.731426497360429,5.6471140807280875
-1,-1,1.0,29,1115,-0.2587503696043344,-0.7314442768722063,5.6471155988098145
5,-10,1.0,29,1150,-0.25876060219845903,-0.7314338384607839,5.6471147140558795
