x0,y0,r0,Iterations,Evaluations,x_min,y_min,f_min
8,-10,0.01,36,1516,-0.2584847927697199,-0.7317149758439333,5.647139145587747
8,-10,0.1,33,1344,-0.25885324827151235,-0.7313394134038523,5.647107207017074
8,-10,1.0,29,1125,-0.2583666719861842,-0.7318353181245976,5.647150279001322
8,-10,10.0,27,1042,-0.2587479580407124,-0.7314467262183717,5.647115767361695
8,-10,100.0,23,825,-0.2586546114475889,-0.7315418680420515,5.647123722552592
